worker_id,feedback_text,sentiment_label,rating,timestamp
worker_8,Thanks — timely resolution and polite staff.,positive,5,2025-08-26T17:21:45.410239
worker_9,"Rude behavior and slow service, not satisfied.",negative,2,2025-07-04T17:21:45.410239
worker_5,"Great job: problem solved same day, very professional.",positive,4,2025-08-17T17:21:45.410239
worker_8,Fixed the problem; average experience. It was not cleaned regarding cleanliness.,neutral,4,2025-08-03T17:21:45.410239
worker_5,Thanks — timely resolution and polite staff.,positive,4,2025-07-27T17:21:45.410239
worker_8,"Issue resolved, standard service.",neutral,4,2025-09-06T17:21:45.410239
worker_5,"Great job: problem solved same day, very professional. It was didn't explain regarding communication.",positive,5,2025-07-09T17:21:45.410239
worker_6,Worker was efficient and explained the fix clearly. It was came back regarding quality.,positive,4,2025-09-02T17:21:45.410239
worker_9,Poor workmanship; problem came back the next day. It was not cleaned regarding cleanliness.,negative,1,2025-08-11T17:21:45.410239
worker_4,Thanks — timely resolution and polite staff. It was no update regarding communication.,positive,5,2025-07-09T17:21:45.410239
worker_5,"Issue resolved, standard service.",neutral,3,2025-07-06T17:21:45.410239
worker_5,Worker was efficient and explained the fix clearly. It was risk regarding safety.,positive,5,2025-07-28T17:21:45.410239
worker_8,The worker fixed the issue quickly and was polite. It was didn't explain regarding communication.,positive,4,2025-07-08T17:21:45.410239
worker_7,"Issue resolved, standard service.",neutral,4,2025-08-10T17:21:45.410239
worker_10,"Rude behavior and slow service, not satisfied.",negative,1,2025-06-29T17:21:45.410239
worker_4,The worker fixed the issue quickly and was polite. It was wait regarding timing.,positive,4,2025-07-27T17:21:45.410239
worker_8,Fixed the problem; average experience. It was hours regarding timing.,neutral,4,2025-06-22T17:21:45.410239
worker_4,Poor workmanship; problem came back the next day.,negative,2,2025-08-30T17:21:45.410239
worker_2,Thanks — timely resolution and polite staff.,positive,5,2025-07-20T17:21:45.410239
worker_5,"Worker did what was expected, no extra comments.",neutral,4,2025-07-03T17:21:45.410239
worker_1,"Rude behavior and slow service, not satisfied.",negative,1,2025-06-23T17:21:45.410239
worker_10,"Work completed, nothing special to report.",neutral,3,2025-07-19T17:21:45.410239
worker_9,"Worker did what was expected, no extra comments. It was no response regarding communication.",neutral,3,2025-08-04T17:21:45.410239
worker_7,The worker fixed the issue quickly and was polite.,positive,5,2025-07-16T17:21:45.410239
worker_5,Fixed the problem; average experience.,neutral,4,2025-08-08T17:21:45.410239
worker_5,Worker was efficient and explained the fix clearly.,positive,4,2025-09-11T17:21:45.410239
worker_4,Worker was efficient and explained the fix clearly.,positive,4,2025-07-09T17:21:45.411236
worker_3,Took too long and didn't clean the area afterwards.,negative,1,2025-06-29T17:21:45.411236
worker_10,"Issue resolved, standard service. It was unsafe regarding safety.",neutral,3,2025-09-03T17:21:45.411236
worker_8,Poor workmanship; problem came back the next day.,negative,2,2025-07-18T17:21:45.411236
worker_8,"Great job: problem solved same day, very professional. It was no update regarding communication.",positive,4,2025-08-05T17:21:45.411236
worker_9,The worker fixed the issue quickly and was polite. It was reopened regarding quality.,positive,5,2025-07-11T17:21:45.411236
worker_8,Worker was efficient and explained the fix clearly.,positive,5,2025-08-18T17:21:45.411236
worker_10,Worker was efficient and explained the fix clearly. It was left debris regarding cleanliness.,positive,5,2025-09-13T17:21:45.411236
worker_3,Thanks — timely resolution and polite staff.,positive,5,2025-07-21T17:21:45.411236
worker_1,Fixed the problem; average experience.,neutral,3,2025-08-15T17:21:45.411236
worker_6,Fixed the problem; average experience.,neutral,4,2025-06-29T17:21:45.411236
worker_8,The worker arrived late and the issue remains unresolved.,negative,1,2025-09-06T17:21:45.411236
worker_7,The worker arrived late and the issue remains unresolved.,negative,1,2025-08-07T17:21:45.411236
worker_1,Thanks — timely resolution and polite staff.,positive,4,2025-06-22T17:21:45.411236
worker_3,The worker fixed the issue quickly and was polite.,positive,5,2025-07-05T17:21:45.411236
worker_3,Thanks — timely resolution and polite staff.,positive,4,2025-06-23T17:21:45.411236
worker_9,Worker was efficient and explained the fix clearly.,positive,5,2025-08-16T17:21:45.411236
worker_8,"Issue resolved, standard service.",neutral,3,2025-07-31T17:21:45.411236
worker_10,Thanks — timely resolution and polite staff.,positive,5,2025-07-29T17:21:45.411236
worker_5,The worker fixed the issue quickly and was polite.,positive,5,2025-07-02T17:21:45.411236
worker_6,"Great job: problem solved same day, very professional.",positive,4,2025-06-27T17:21:45.411236
worker_1,Worker was efficient and explained the fix clearly. It was came back regarding quality.,positive,4,2025-07-26T17:21:45.411236
worker_3,Thanks — timely resolution and polite staff.,positive,5,2025-07-18T17:21:45.411236
worker_5,"Worker did what was expected, no extra comments.",neutral,3,2025-08-20T17:21:45.411236
worker_7,"Rude behavior and slow service, not satisfied. It was mess regarding cleanliness.",negative,2,2025-08-01T17:21:45.411236
worker_5,"Worker did what was expected, no extra comments. It was time regarding timing.",neutral,4,2025-08-20T17:21:45.411236
worker_2,Fixed the problem; average experience.,neutral,4,2025-08-31T17:21:45.411236
worker_1,"Rude behavior and slow service, not satisfied.",negative,1,2025-07-11T17:21:45.411236
worker_3,Thanks — timely resolution and polite staff.,positive,5,2025-06-26T17:21:45.411236
worker_2,Fixed the problem; average experience.,neutral,3,2025-08-01T17:21:45.411236
worker_4,"Great job: problem solved same day, very professional.",positive,4,2025-06-27T17:21:45.411236
worker_6,Thanks — timely resolution and polite staff. It was injury regarding safety.,positive,4,2025-06-28T17:21:45.411236
worker_10,The worker arrived late and the issue remains unresolved.,negative,3,2025-08-22T17:21:45.411236
worker_2,"Issue resolved, standard service.",neutral,4,2025-07-03T17:21:45.411236
worker_1,"Great job: problem solved same day, very professional.",positive,5,2025-06-25T17:21:45.411236
worker_1,Thanks — timely resolution and polite staff.,positive,4,2025-08-26T17:21:45.411236
worker_5,Worker was efficient and explained the fix clearly.,positive,4,2025-08-02T17:21:45.411236
worker_9,Fixed the problem; average experience.,neutral,4,2025-06-27T17:21:45.411236
worker_1,Worker was efficient and explained the fix clearly.,positive,5,2025-07-23T17:21:45.411236
worker_2,"Rude behavior and slow service, not satisfied.",negative,2,2025-06-30T17:21:45.411236
worker_10,Thanks — timely resolution and polite staff. It was didn't explain regarding communication.,positive,5,2025-06-20T17:21:45.411236
worker_2,Poor workmanship; problem came back the next day.,negative,2,2025-07-21T17:21:45.411236
worker_7,The worker fixed the issue quickly and was polite. It was not fixed regarding quality.,positive,5,2025-07-19T17:21:45.411236
worker_2,The worker fixed the issue quickly and was polite. It was risk regarding safety.,positive,4,2025-07-08T17:21:45.411236
worker_9,The worker fixed the issue quickly and was polite.,positive,5,2025-07-03T17:21:45.411236
worker_5,"Great job: problem solved same day, very professional. It was trash regarding cleanliness.",positive,4,2025-08-01T17:21:45.411236
worker_2,"Issue resolved, standard service.",neutral,4,2025-08-25T17:21:45.411236
worker_5,"Worker did what was expected, no extra comments.",neutral,3,2025-08-30T17:21:45.411236
worker_10,"Work completed, nothing special to report. It was dangerous regarding safety.",neutral,4,2025-07-21T17:21:45.411236
worker_6,Thanks — timely resolution and polite staff.,positive,4,2025-08-28T17:21:45.411236
worker_10,The worker fixed the issue quickly and was polite. It was left debris regarding cleanliness.,positive,5,2025-08-21T17:21:45.411236
worker_9,Worker was efficient and explained the fix clearly. It was no response regarding communication.,positive,5,2025-07-29T17:21:45.411236
worker_10,"Great job: problem solved same day, very professional. It was delayed regarding timing.",positive,5,2025-09-02T17:21:45.411236
worker_1,Worker was efficient and explained the fix clearly. It was trash regarding cleanliness.,positive,5,2025-09-12T17:21:45.411236
worker_7,The worker fixed the issue quickly and was polite.,positive,5,2025-06-28T17:21:45.411236
worker_7,Worker was efficient and explained the fix clearly. It was came back regarding quality.,positive,5,2025-07-24T17:21:45.411236
worker_2,Worker was efficient and explained the fix clearly.,positive,5,2025-08-05T17:21:45.411236
worker_4,"Great job: problem solved same day, very professional. It was unsafe regarding safety.",positive,4,2025-06-27T17:21:45.411236
worker_3,"Great job: problem solved same day, very professional. It was wait regarding timing.",positive,4,2025-06-29T17:21:45.411236
worker_8,Worker was efficient and explained the fix clearly.,positive,5,2025-07-23T17:21:45.411236
worker_2,Thanks — timely resolution and polite staff.,positive,4,2025-09-08T17:21:45.411236
worker_5,The worker fixed the issue quickly and was polite. It was poor regarding quality.,positive,4,2025-07-05T17:21:45.411236
worker_9,The worker arrived late and the issue remains unresolved.,negative,3,2025-07-19T17:21:45.411236
worker_9,The worker fixed the issue quickly and was polite.,positive,5,2025-06-27T17:21:45.411236
worker_3,Worker was efficient and explained the fix clearly.,positive,4,2025-08-12T17:21:45.411236
worker_7,Thanks — timely resolution and polite staff.,positive,4,2025-08-06T17:21:45.411236
worker_2,Fixed the problem; average experience. It was no update regarding communication.,neutral,3,2025-06-25T17:21:45.411236
worker_3,"Rude behavior and slow service, not satisfied.",negative,3,2025-06-19T17:21:45.411236
worker_2,Worker was efficient and explained the fix clearly.,positive,5,2025-06-20T17:21:45.411236
worker_9,Worker was efficient and explained the fix clearly.,positive,4,2025-08-25T17:21:45.411236
worker_4,Worker was efficient and explained the fix clearly. It was delayed regarding timing.,positive,4,2025-07-15T17:21:45.411236
worker_9,"Work completed, nothing special to report.",neutral,4,2025-08-28T17:21:45.411236
worker_3,"Issue resolved, standard service.",neutral,4,2025-06-23T17:21:45.411236
worker_4,"Rude behavior and slow service, not satisfied.",negative,3,2025-08-18T17:21:45.411236
worker_5,Took too long and didn't clean the area afterwards.,negative,3,2025-07-06T17:21:45.411236
worker_8,Thanks — timely resolution and polite staff.,positive,5,2025-07-02T17:21:45.411236
worker_3,The worker arrived late and the issue remains unresolved.,negative,3,2025-07-13T17:21:45.411236
worker_2,"Great job: problem solved same day, very professional. It was no update regarding communication.",positive,5,2025-07-22T17:21:45.411236
worker_6,Took too long and didn't clean the area afterwards. It was didn't explain regarding communication.,negative,1,2025-08-01T17:21:45.411236
worker_4,The worker fixed the issue quickly and was polite.,positive,5,2025-09-13T17:21:45.411236
worker_5,Took too long and didn't clean the area afterwards.,negative,2,2025-07-01T17:21:45.411236
worker_1,The worker arrived late and the issue remains unresolved. It was wait regarding timing.,negative,2,2025-08-18T17:21:45.411236
worker_5,"Great job: problem solved same day, very professional.",positive,5,2025-07-16T17:21:45.412232
worker_10,"Great job: problem solved same day, very professional.",positive,5,2025-07-01T17:21:45.412232
worker_6,Worker was efficient and explained the fix clearly. It was unsafe regarding safety.,positive,5,2025-07-10T17:21:45.412232
worker_9,"Work completed, nothing special to report. It was mess regarding cleanliness.",neutral,4,2025-09-15T17:21:45.412232
worker_6,"Worker did what was expected, no extra comments. It was unsafe regarding safety.",neutral,3,2025-08-03T17:21:45.412232
worker_9,"Great job: problem solved same day, very professional.",positive,5,2025-08-25T17:21:45.412232
worker_3,Worker was efficient and explained the fix clearly. It was late regarding timing.,positive,4,2025-08-09T17:21:45.412232
worker_9,Worker was efficient and explained the fix clearly. It was hours regarding timing.,positive,5,2025-08-06T17:21:45.412232
worker_5,Thanks — timely resolution and polite staff.,positive,5,2025-08-05T17:21:45.412232
worker_3,Worker was efficient and explained the fix clearly. It was didn't explain regarding communication.,positive,4,2025-07-24T17:21:45.412232
worker_10,Poor workmanship; problem came back the next day.,negative,1,2025-08-07T17:21:45.412232
worker_5,Worker was efficient and explained the fix clearly. It was not cleaned regarding cleanliness.,positive,5,2025-08-03T17:21:45.412232
worker_10,"Rude behavior and slow service, not satisfied.",negative,3,2025-06-28T17:21:45.412232
worker_7,"Great job: problem solved same day, very professional.",positive,4,2025-09-01T17:21:45.412232
worker_2,Thanks — timely resolution and polite staff. It was rude regarding communication.,positive,4,2025-08-01T17:21:45.412232
worker_8,"Issue resolved, standard service.",neutral,4,2025-08-13T17:21:45.412232
worker_4,The worker arrived late and the issue remains unresolved.,negative,3,2025-09-02T17:21:45.412232
worker_5,Fixed the problem; average experience. It was didn't explain regarding communication.,neutral,3,2025-08-31T17:21:45.412232
worker_2,Worker was efficient and explained the fix clearly.,positive,5,2025-09-09T17:21:45.412232
worker_9,Thanks — timely resolution and polite staff.,positive,4,2025-08-20T17:21:45.412232
worker_2,Poor workmanship; problem came back the next day. It was mess regarding cleanliness.,negative,2,2025-07-09T17:21:45.412232
worker_3,"Work completed, nothing special to report. It was left debris regarding cleanliness.",neutral,4,2025-09-08T17:21:45.412232
worker_3,The worker arrived late and the issue remains unresolved.,negative,3,2025-06-28T17:21:45.412232
worker_10,"Great job: problem solved same day, very professional.",positive,4,2025-08-29T17:21:45.412232
worker_5,Thanks — timely resolution and polite staff.,positive,4,2025-08-12T17:21:45.412232
worker_2,Thanks — timely resolution and polite staff. It was reopened regarding quality.,positive,4,2025-07-05T17:21:45.412232
worker_3,Thanks — timely resolution and polite staff.,positive,4,2025-09-12T17:21:45.412232
worker_10,"Great job: problem solved same day, very professional.",positive,5,2025-06-29T17:21:45.412232
worker_9,Thanks — timely resolution and polite staff.,positive,5,2025-09-08T17:21:45.412232
worker_1,Worker was efficient and explained the fix clearly.,positive,4,2025-08-30T17:21:45.412232
worker_6,"Rude behavior and slow service, not satisfied.",negative,1,2025-08-01T17:21:45.412232
worker_9,"Worker did what was expected, no extra comments. It was risk regarding safety.",neutral,3,2025-09-05T17:21:45.412232
worker_1,Worker was efficient and explained the fix clearly.,positive,5,2025-08-07T17:21:45.412232
worker_10,"Issue resolved, standard service.",neutral,4,2025-08-09T17:21:45.412232
worker_8,Worker was efficient and explained the fix clearly.,positive,4,2025-08-03T17:21:45.412232
worker_1,Worker was efficient and explained the fix clearly.,positive,5,2025-09-16T17:21:45.412232
worker_2,Thanks — timely resolution and polite staff.,positive,5,2025-07-28T17:21:45.412232
worker_1,"Issue resolved, standard service. It was poor regarding quality.",neutral,4,2025-08-13T17:21:45.412232
worker_10,"Work completed, nothing special to report. It was injury regarding safety.",neutral,4,2025-08-02T17:21:45.412232
worker_3,Worker was efficient and explained the fix clearly.,positive,4,2025-08-06T17:21:45.412232
worker_8,"Great job: problem solved same day, very professional.",positive,4,2025-08-08T17:21:45.412232
worker_3,Thanks — timely resolution and polite staff.,positive,5,2025-09-15T17:21:45.412232
worker_6,The worker fixed the issue quickly and was polite.,positive,5,2025-07-19T17:21:45.412232
worker_5,Poor workmanship; problem came back the next day.,negative,3,2025-06-29T17:21:45.412232
worker_10,Fixed the problem; average experience. It was late regarding timing.,neutral,3,2025-07-23T17:21:45.412232
worker_6,Worker was efficient and explained the fix clearly.,positive,5,2025-09-10T17:21:45.412232
worker_3,Thanks — timely resolution and polite staff.,positive,5,2025-08-26T17:21:45.412232
worker_8,"Rude behavior and slow service, not satisfied.",negative,1,2025-08-17T17:21:45.412232
worker_5,"Issue resolved, standard service.",neutral,4,2025-08-22T17:21:45.412232
worker_8,Thanks — timely resolution and polite staff.,positive,5,2025-07-06T17:21:45.412232
worker_9,Worker was efficient and explained the fix clearly.,positive,4,2025-08-12T17:21:45.412232
worker_2,Worker was efficient and explained the fix clearly.,positive,5,2025-07-11T17:21:45.412232
worker_5,"Rude behavior and slow service, not satisfied. It was no update regarding communication.",negative,3,2025-07-12T17:21:45.412232
worker_4,"Work completed, nothing special to report. It was patch regarding quality.",neutral,3,2025-07-09T17:21:45.412232
worker_3,Worker was efficient and explained the fix clearly.,positive,4,2025-08-12T17:21:45.412232
worker_1,The worker arrived late and the issue remains unresolved.,negative,1,2025-07-26T17:21:45.412232
worker_3,The worker arrived late and the issue remains unresolved.,negative,1,2025-08-11T17:21:45.412232
worker_1,The worker fixed the issue quickly and was polite.,positive,5,2025-06-27T17:21:45.412232
worker_9,"Great job: problem solved same day, very professional.",positive,5,2025-09-03T17:21:45.412232
worker_6,Worker was efficient and explained the fix clearly.,positive,4,2025-08-05T17:21:45.412232
worker_5,"Issue resolved, standard service. It was left debris regarding cleanliness.",neutral,3,2025-06-24T17:21:45.412232
worker_2,"Great job: problem solved same day, very professional.",positive,4,2025-07-30T17:21:45.412232
worker_4,Thanks — timely resolution and polite staff.,positive,5,2025-06-26T17:21:45.412232
worker_6,"Work completed, nothing special to report.",neutral,4,2025-07-28T17:21:45.412232
worker_9,"Rude behavior and slow service, not satisfied.",negative,3,2025-08-20T17:21:45.412232
worker_4,Took too long and didn't clean the area afterwards. It was didn't explain regarding communication.,negative,3,2025-06-24T17:21:45.412232
worker_4,"Work completed, nothing special to report.",neutral,3,2025-09-03T17:21:45.412232
worker_1,"Issue resolved, standard service.",neutral,3,2025-07-13T17:21:45.412232
worker_8,"Great job: problem solved same day, very professional.",positive,5,2025-07-22T17:21:45.412232
worker_1,Worker was efficient and explained the fix clearly.,positive,4,2025-08-09T17:21:45.412232
worker_1,The worker fixed the issue quickly and was polite.,positive,4,2025-08-04T17:21:45.412232
worker_2,The worker fixed the issue quickly and was polite.,positive,4,2025-08-12T17:21:45.412232
worker_7,"Great job: problem solved same day, very professional.",positive,5,2025-07-22T17:21:45.412232
worker_7,"Great job: problem solved same day, very professional.",positive,5,2025-07-11T17:21:45.412232
worker_7,"Great job: problem solved same day, very professional.",positive,4,2025-06-23T17:21:45.412232
worker_9,Worker was efficient and explained the fix clearly.,positive,4,2025-08-29T17:21:45.412232
worker_5,The worker fixed the issue quickly and was polite. It was mess regarding cleanliness.,positive,4,2025-09-05T17:21:45.412232
worker_10,The worker fixed the issue quickly and was polite. It was injury regarding safety.,positive,5,2025-08-21T17:21:45.412232
worker_1,Thanks — timely resolution and polite staff. It was didn't explain regarding communication.,positive,5,2025-08-30T17:21:45.412232
worker_9,Thanks — timely resolution and polite staff. It was no update regarding communication.,positive,5,2025-08-04T17:21:45.412232
worker_7,"Worker did what was expected, no extra comments.",neutral,3,2025-07-31T17:21:45.412232
worker_3,Fixed the problem; average experience. It was hours regarding timing.,neutral,4,2025-07-08T17:21:45.412232
worker_7,Poor workmanship; problem came back the next day. It was came back regarding quality.,negative,2,2025-08-01T17:21:45.412232
worker_2,"Great job: problem solved same day, very professional. It was mess regarding cleanliness.",positive,4,2025-06-24T17:21:45.412232
worker_9,"Great job: problem solved same day, very professional.",positive,5,2025-08-21T17:21:45.412232
worker_4,The worker arrived late and the issue remains unresolved.,negative,3,2025-07-02T17:21:45.412232
worker_4,"Great job: problem solved same day, very professional.",positive,5,2025-07-11T17:21:45.412232
worker_6,Thanks — timely resolution and polite staff.,positive,5,2025-07-19T17:21:45.412232
worker_6,"Rude behavior and slow service, not satisfied. It was unsafe regarding safety.",negative,1,2025-08-15T17:21:45.412232
worker_9,Took too long and didn't clean the area afterwards. It was hours regarding timing.,negative,3,2025-08-17T17:21:45.412232
worker_8,"Worker did what was expected, no extra comments. It was left debris regarding cleanliness.",neutral,3,2025-08-03T17:21:45.412232
worker_3,Worker was efficient and explained the fix clearly. It was rude regarding communication.,positive,4,2025-09-11T17:21:45.412232
worker_1,"Great job: problem solved same day, very professional. It was late regarding timing.",positive,4,2025-09-10T17:21:45.413229
worker_10,Fixed the problem; average experience.,neutral,3,2025-07-09T17:21:45.413229
worker_7,Thanks — timely resolution and polite staff.,positive,5,2025-06-20T17:21:45.413229
worker_7,"Issue resolved, standard service. It was unsafe regarding safety.",neutral,3,2025-06-30T17:21:45.413229
worker_9,Thanks — timely resolution and polite staff. It was mess regarding cleanliness.,positive,5,2025-07-07T17:21:45.413229
worker_4,Poor workmanship; problem came back the next day. It was dangerous regarding safety.,negative,2,2025-07-31T17:21:45.413229
worker_9,The worker fixed the issue quickly and was polite.,positive,4,2025-06-27T17:21:45.413229
worker_6,"Work completed, nothing special to report.",neutral,3,2025-06-21T17:21:45.413229
worker_10,The worker fixed the issue quickly and was polite.,positive,5,2025-08-08T17:21:45.413229
worker_1,Poor workmanship; problem came back the next day.,negative,2,2025-08-28T17:21:45.413229
worker_10,Worker was efficient and explained the fix clearly.,positive,5,2025-08-31T17:21:45.413229
worker_2,Thanks — timely resolution and polite staff. It was trash regarding cleanliness.,positive,4,2025-07-01T17:21:45.413229
worker_10,Thanks — timely resolution and polite staff. It was patch regarding quality.,positive,5,2025-07-09T17:21:45.413229
worker_7,Worker was efficient and explained the fix clearly. It was didn't explain regarding communication.,positive,4,2025-08-14T17:21:45.413229
worker_3,"Great job: problem solved same day, very professional.",positive,5,2025-09-06T17:21:45.413229
worker_1,Took too long and didn't clean the area afterwards. It was poor regarding quality.,negative,1,2025-07-24T17:21:45.413229
worker_8,Fixed the problem; average experience. It was risk regarding safety.,neutral,4,2025-09-16T17:21:45.413229
worker_5,The worker fixed the issue quickly and was polite.,positive,4,2025-07-31T17:21:45.413229
worker_3,Thanks — timely resolution and polite staff. It was late regarding timing.,positive,4,2025-07-26T17:21:45.413229
worker_5,The worker fixed the issue quickly and was polite. It was time regarding timing.,positive,4,2025-08-31T17:21:45.413229
worker_5,Worker was efficient and explained the fix clearly. It was no response regarding communication.,positive,5,2025-07-24T17:21:45.413229
worker_10,Thanks — timely resolution and polite staff.,positive,4,2025-08-26T17:21:45.413229
worker_7,"Rude behavior and slow service, not satisfied.",negative,2,2025-07-31T17:21:45.413229
worker_5,Fixed the problem; average experience. It was no update regarding communication.,neutral,3,2025-07-20T17:21:45.413229
